phase,name,repeat,mode,cores,window_kb,block,dataset,depth,seconds,input_bytes,output_bytes,calls,gbps,output_pct,compression_factor,cpu_cores_used,cpu_seconds_per_gb,validation
optimized,optimized-040,2,sw,4,32,65536,dickens,8,2,2289627138,1448376719,35043,1.144746,63.25819147414386,1.5808229364393698,3.996396,3.491076623111153,PASS
optimized,optimized-041,2,sync,4,32,65536,dickens,8,2,3408730216,1993949058,52171,1.704315,58.495361370657676,1.7095372634138781,3.996795,2.34510345798752,PASS
optimized,optimized-042,2,async,4,32,65536,dickens,8,2,4158056020,2432273292,63640,2.078016,58.49544307005272,1.7095348757379687,3.993552,1.921810034186455,PASS
optimized,optimized-043,2,sw,8,32,65536,dickens,8,2,4582303298,2898661346,70133,2.290902,63.257736502626415,1.580834306264627,7.993909,3.489415522794079,PASS
optimized,optimized-044,2,sync,8,32,65536,dickens,8,2,6833909968,3997546753,104593,3.416766,58.49574799373476,1.7095259643608727,7.987955,2.3378700794845186,PASS
optimized,optimized-045,2,async,8,32,65536,dickens,8,2,8313490600,4862994209,127240,4.154806,58.495215102546695,1.709541538135934,7.990099,1.9230979737682097,PASS
optimized,optimized-046,2,sw,16,32,65536,dickens,8,2,9165951682,5798195920,140287,4.582471,63.25798041665915,1.5808282107859508,15.984521,3.4881881412888376,PASS
optimized,optimized-047,2,sync,16,32,65536,dickens,8,2,13490650560,7891536435,206475,6.744801000000001,58.496337147732035,1.7095087466323027,15.971774,2.368012636696027,PASS
optimized,optimized-048,2,async,16,32,65536,dickens,8,2,16434541936,9613539585,251536,8.213268,58.495938751669506,1.7095203895184252,15.97767,1.9453486724163878,PASS
optimized,optimized-049,2,sw,24,32,65536,dickens,8,2,13582741424,8591861550,207884,6.790629,63.25572490703995,1.5808845783833656,23.972492,3.5302314410049496,PASS
optimized,optimized-050,2,sync,24,32,65536,dickens,8,2,16854978538,9859267290,257968,8.407337,58.494689078197396,1.7095569115055405,23.916811,2.8447546470422203,PASS
optimized,optimized-051,2,async,24,32,65536,dickens,8,2,17006092560,9947586113,260280,8.497592000000001,58.49424891640129,1.7095697757042376,23.965572,2.8202780269987073,PASS
optimized,optimized-052,2,sw,28,32,65536,dickens,8,2,16043193730,10148626167,245545,8.020661,63.2581413513854,1.5808241890086756,27.967744,3.486962483516009,PASS
optimized,optimized-053,2,sync,28,32,65536,dickens,8,2,16848087670,9855366128,257860,8.418474,58.49545848190616,1.709534425325208,27.943447,3.319300742628652,PASS
optimized,optimized-054,2,async,28,32,65536,dickens,8,2,17000450072,9944205678,260192,8.494742,58.493778905172974,1.7095835124982217,27.957576,3.2911624626151093,PASS
optimized,optimized-055,2,sw,29,32,65536,dickens,8,2,16610104082,10507220220,254222,8.3041,63.25800349069721,1.5808276341618355,28.971895,3.488866343131706,PASS
optimized,optimized-056,2,sync,29,32,65536,dickens,8,2,16864291042,9864812713,258112,8.42982,58.49527079692818,1.7095399104512123,28.949577,3.4341868509647897,PASS
optimized,optimized-057,2,async,29,32,65536,dickens,8,2,17014112730,9952243719,260400,8.501406999999999,58.49405065626364,1.709575570131795,28.957954,3.406254282379376,PASS
optimized,optimized-058,2,sw,30,32,65536,dickens,8,2,17193201826,10876071534,263146,8.595604999999999,63.257976286609555,1.5808283139966335,29.968427,3.4864825687080785,PASS
optimized,optimized-059,2,sync,30,32,65536,dickens,8,2,16841050540,9851300356,257755,8.418731,58.49575911313666,1.7095256393987466,29.949714,3.5575093205852526,PASS
optimized,optimized-060,2,async,30,32,65536,dickens,8,2,17005231004,9947016201,260264,8.496569,58.49386108698109,1.70958111059379,29.955771,3.5256314637119996,PASS
optimized,optimized-061,2,sw,32,32,65536,dickens,8,2,18332724162,11596943997,280587,9.165337,63.258160077693745,1.5808237210374105,31.969141,3.4880486118513705,PASS
optimized,optimized-062,2,sync,32,32,65536,dickens,8,2,16870644838,9868369394,258208,8.430328,58.49432246817358,1.7095676260616477,31.930093,3.787526772386555,PASS
optimized,optimized-063,2,async,32,32,65536,dickens,8,2,17021047552,9956569420,260512,8.504178,58.49563247844923,1.7095293402775271,31.957838,3.7578985294051934,PASS
optimized,optimized-064,2,sw,64,32,65536,dickens,8,2,36567618266,23131745083,559676,18.281155,63.25745613163857,1.5808413128706966,63.891984,3.4949642951990727,PASS
optimized,optimized-065,2,sync,64,32,65536,dickens,8,2,16983912628,9934472525,259933,8.485521,58.493426942280905,1.7095937992943415,63.872835,7.527273222233497,PASS
optimized,optimized-066,2,async,64,32,65536,dickens,8,2,17015804672,9953320735,260432,8.496489,58.49456388846822,1.709560570289409,63.868021,7.516989782485448,PASS
optimized,optimized-067,3,sw,1,32,65536,dickens,8,2,569694034,360370310,8719,0.284844,63.25681655286564,1.5808572964848298,0.999102,3.5075409697939928,PASS
optimized,optimized-068,3,sync,1,32,65536,dickens,8,2,857279576,501467206,13121,0.428623,58.49517707394909,1.7095426495346937,0.999249,2.3313004668438233,PASS
optimized,optimized-069,3,async,1,32,65536,dickens,8,2,1043299508,610278647,15968,0.521451,58.49505749024085,1.709546144418846,0.997174,1.9123062377864843,PASS
optimized,optimized-070,3,sw,2,32,65536,dickens,8,2,1145355040,724533394,17530,0.572644,63.258410597293924,1.580817460568284,1.998362,3.489710884947716,PASS
optimized,optimized-071,3,sync,2,32,65536,dickens,8,2,1708985396,999683739,26156,0.854432,58.495744980608364,1.709526052418864,1.998653,2.3391598161117564,PASS
optimized,optimized-072,3,async,2,32,65536,dickens,8,2,2090793320,1223002623,32000,1.0448979999999999,58.494668569153454,1.7095575108999583,1.997782,1.9119397300023544,PASS
optimized,optimized-073,3,sw,4,32,65536,dickens,8,2,2285694978,1445869838,34983,1.1427470000000002,63.25733975515608,1.580844221193305,3.996849,3.497579954268092,PASS
optimized,optimized-074,3,sync,4,32,65536,dickens,8,2,3414759528,1997480254,52263,1.70725,58.495488119185644,1.709533559173797,3.997367,2.3414069409869676,PASS
optimized,optimized-075,3,async,4,32,65536,dickens,8,2,4158056020,2432277272,63640,2.0780920000000003,58.49553878785885,1.709532078380577,3.995533,1.9226930280276329,PASS
optimized,optimized-076,3,sw,8,32,65536,dickens,8,2,4582434370,2898750956,70135,2.29096,63.257882643718034,1.5808306541529606,7.99387,3.489310158186961,PASS
optimized,optimized-077,3,sync,8,32,65536,dickens,8,2,6838269710,4000127068,104660,3.4188389999999997,58.4961874514891,1.7095131213966726,7.987778,2.3364007489092056,PASS
optimized,optimized-078,3,async,8,32,65536,dickens,8,2,8308772008,4860252720,127168,4.152318,58.495439703007435,1.7095349741401924,7.990091,1.924248335508022,PASS
optimized,optimized-079,3,sw,16,32,65536,dickens,8,2,9167427840,5799137926,140310,4.583196,63.25807006297636,1.580825970511673,15.985951,3.4879483661619535,PASS
optimized,optimized-080,3,sync,16,32,65536,dickens,8,2,13500743104,7897410748,206629,6.749855999999999,58.496118970371015,1.7095151227152559,15.96982,2.3659497328535606,PASS
optimized,optimized-081,3,async,16,32,65536,dickens,8,2,16421434736,9605905863,251336,8.206663,58.49614249564558,1.7095144352030385,15.976373,1.946756312523129,PASS
optimized,optimized-082,3,sw,24,32,65536,dickens,8,2,13756908928,8702333648,210553,6.877688,63.2579142127472,1.5808298652352475,23.977856,3.486325055745477,PASS
optimized,optimized-083,3,sync,24,32,65536,dickens,8,2,16837939178,9849309532,257708,8.417693,58.49474468270347,1.7095552864182235,23.960988,2.8465029551445986,PASS
optimized,optimized-084,3,async,24,32,65536,dickens,8,2,17008714000,9949091194,260320,8.499777,58.49408246855112,1.7095746403709162,23.964289,2.8194020854900077,PASS
optimized,optimized-085,3,sw,28,32,65536,dickens,8,2,16035591554,10143792524,245429,8.016884,63.25798764480055,1.580828030153429,27.972704,3.4892239927632733,PASS
optimized,optimized-086,3,sync,28,32,65536,dickens,8,2,16843341104,9852559743,257789,8.409231,58.49528120439352,1.7095396062903123,27.922512,3.3204596234780563,PASS
optimized,optimized-087,3,async,28,32,65536,dickens,8,2,17009887256,9949750371,260336,8.499437,58.49392310046244,1.7095792981478006,27.951746,3.2886585311474157,PASS
optimized,optimized-088,3,sw,29,32,65536,dickens,8,2,16612956496,10509025854,254266,8.305476,63.258011038133525,1.5808274455502163,28.973723,3.4885084250439107,PASS
optimized,optimized-089,3,sync,29,32,65536,dickens,8,2,16840616566,9850955983,257746,8.418848,58.49522162322949,1.7095413475668964,28.950441,3.4387651374629877,PASS
optimized,optimized-090,3,async,29,32,65536,dickens,8,2,17011491290,9950693628,260360,8.499647999999999,58.49395246053116,1.7095784400528424,28.955765,3.4067016657631,PASS
optimized,optimized-091,3,sw,30,32,65536,dickens,8,2,17186255010,10871661747,263040,8.592107,63.25788684430792,1.580830549179153,29.970309,3.4881210161838068,PASS
optimized,optimized-092,3,sync,30,32,65536,dickens,8,2,16860998262,9862817252,258057,8.428967,58.49485954949682,1.709551929351717,29.950536,3.5532866601565765,PASS
optimized,optimized-093,3,async,30,32,65536,dickens,8,2,16996842396,9942069692,260136,8.492562,58.49362758308418,1.7095879351637118,29.947489,3.5263197372006236,PASS
optimized,optimized-094,3,sw,32,32,65536,dickens,8,2,18332068802,11596509230,280577,9.164995000000001,63.25804989742805,1.5808264744510534,31.964824,3.4877077401569774,PASS
optimized,optimized-095,3,sync,32,32,65536,dickens,8,2,16875659940,9871238532,258285,8.424076999999999,58.49394078273895,1.7095787813548906,31.906918,3.7875862245798566,PASS
optimized,optimized-096,3,async,32,32,65536,dickens,8,2,17033630464,9963945882,260704,8.509958000000001,58.4957264574834,1.7095265937535329,31.953672,3.7548566044626774,PASS
optimized,optimized-097,3,sw,64,32,65536,dickens,8,2,36566076572,23130784144,559652,18.280541,63.25749523182943,1.5808403357343612,63.886519,3.49478273099248,PASS
optimized,optimized-098,3,sync,64,32,65536,dickens,8,2,16994666924,9940786544,260099,8.475214,58.49356500162733,1.7095897642282178,63.761716,7.523316343398527,PASS
optimized,optimized-099,3,async,64,32,65536,dickens,8,2,16953887552,9916820524,259472,8.466003,58.492900189314646,1.7096091948996535,63.872905,7.544635290112701,PASS
optimized,optimized-100,1,async,32,32,65536,dickens,1,3,25574038656,14959448327,391416,8.523987,58.49466534488998,1.7095576051318646,31.970115,3.750605790459324,PASS
optimized,optimized-101,1,async,32,32,65536,dickens,4,3,25557523584,14949867514,391164,8.516963,58.49497688954182,1.7095485000162256,31.964485,3.753037907996078,PASS
optimized,optimized-102,1,async,32,32,65536,dickens,16,3,25447135392,14885666711,389472,8.474998,58.49643380951915,1.709505921773422,31.929979,3.767550033640126,PASS
window,window-001,1,sw,1,8,65536,dickens,8,2,572546448,362184516,8763,0.28626100000000004,63.25853863300887,1.5808142609829294,0.999024,3.4899060647451097,PASS
window,window-002,1,sync,1,8,65536,dickens,8,2,847480346,529315418,12971,0.42371,62.45754494464701,1.6010875881949087,0.999234,2.3582969483845084,PASS
window,window-003,1,async,1,8,65536,dickens,8,2,929347594,580452480,14224,0.464414,62.45806022929242,1.6010743790775086,0.998599,2.1502344890550242,PASS
window,window-004,1,sw,8,8,65536,dickens,8,2,4584041600,2899769276,70160,2.291792,63.257917990971116,1.5808297708165662,7.992872,3.4876079504597275,PASS
window,window-005,1,sync,8,8,65536,dickens,8,2,6747717344,4214426548,103274,3.373592,62.45707004528612,1.601099762244569,7.987777,2.3677365253415354,PASS
window,window-006,1,async,8,8,65536,dickens,8,2,7411343642,4629183518,113432,3.7037579999999997,62.460786351431196,1.6010044996448982,7.991261,2.1576088394544137,PASS
window,window-007,1,sw,16,8,65536,dickens,8,2,9164313282,5797166262,140262,4.581651,63.25805418924787,1.5808263671979537,15.987522,3.489467443068012,PASS
window,window-008,1,sync,16,8,65536,dickens,8,2,13412956034,8377850486,205289,6.705424,62.460880843591084,1.601002077610961,15.969763,2.3816186716902616,PASS
window,window-009,1,async,16,8,65536,dickens,8,2,14684000324,9171637555,224744,7.337943,62.460074588867876,1.6010227438604883,15.974798,2.1770130948141735,PASS
window,window-010,1,sw,24,8,65536,dickens,8,2,13755794816,8701626761,210536,6.877086,63.25789877934742,1.5808302509195613,23.977017,3.486508239100107,PASS
window,window-011,1,sync,24,8,65536,dickens,8,2,20053974378,12525892024,306933,10.023539000000001,62.46089572020894,1.6010016962924445,23.95431,2.3898056365122136,PASS
window,window-012,1,async,24,8,65536,dickens,8,2,21897973522,13677352207,335152,10.942729,62.45944262038184,1.6010389431071848,23.9643,2.1899747311662385,PASS
window,window-013,1,sw,32,8,65536,dickens,8,2,18335476674,11598649682,280629,9.166698,63.25796644516514,1.580828559936155,31.968355,3.487444988369858,PASS
window,window-014,1,sync,32,8,65536,dickens,8,2,26594235126,16611029264,407031,13.292151,62.461015273795695,1.6009986318930851,31.934731,2.402525445279699,PASS
window,window-015,1,async,32,8,65536,dickens,8,2,28952568770,18083728238,443120,14.467975000000001,62.45984037429505,1.6010287474438434,31.94548,2.2080132153946908,PASS
window,window-016,1,sw,48,8,65536,dickens,8,2,27445747534,17361547566,420064,13.720994000000001,63.25769609478621,1.5808353160721917,47.926202,3.4929103532878156,PASS
window,window-017,1,sync,48,8,65536,dickens,8,2,31598604628,19736408262,483628,15.792196,62.45974622724724,1.6010311607122145,47.908049,3.033653394372765,PASS
window,window-018,1,async,48,8,65536,dickens,8,2,31781780944,19850813359,486424,15.880101,62.45972619966592,1.6010316740795265,47.914195,3.017247497355338,PASS
window,window-019,1,sw,52,8,65536,dickens,8,2,29725182226,18803416440,454951,14.860392,63.25753126436023,1.5808394352616912,51.913305,3.4934007797371702,PASS
window,window-020,1,sync,52,8,65536,dickens,8,2,31807826710,19866954244,486820,15.878274,62.459326206509004,1.6010419271794645,51.849338,3.265426582259508,PASS
window,window-021,1,async,52,8,65536,dickens,8,2,31698149826,19798814947,485136,15.83752,62.46047499832395,1.601012480335498,51.894154,3.276659098141628,PASS
window,window-022,1,sw,56,8,65536,dickens,8,2,32005640716,20245900044,489856,16.000627,63.25728712526237,1.580845536451469,55.903749,3.4938473973551156,PASS
window,window-023,1,sync,56,8,65536,dickens,8,2,31657857970,19773122091,484525,15.816087,62.458812310477995,1.601055100165972,55.8731,3.53267530710978,PASS
window,window-024,1,async,56,8,65536,dickens,8,2,31693674992,19795808368,485072,15.835854999999999,62.45980743159885,1.6010295918621311,55.894304,3.529604432473018,PASS
window,window-025,1,sw,64,8,65536,dickens,8,2,36570598556,23133642285,559721,18.282902,63.25748879820987,1.580840496514144,63.895483,3.4948217192215982,PASS
window,window-026,1,sync,64,8,65536,dickens,8,2,31715878912,19809183857,485407,15.855765,62.45825288954868,1.601069440364274,63.890183,4.029460767108998,PASS
window,window-027,1,async,64,8,65536,dickens,8,2,31461664768,19652706423,481528,15.717289000000001,62.46556426025167,1.6008820409172608,63.846245,4.062166509758776,PASS
window,window-028,1,sw,1,8,65536,xml,8,1,695869440,176246444,10675,0.695755,25.327516035191888,3.9482750642049833,0.998947,1.4357740871427442,PASS
window,window-029,1,sync,1,8,65536,xml,8,1,951291904,213237307,14593,0.9511989999999999,22.415549433709884,4.461188885676558,0.999116,1.050375368350892,PASS
window,window-030,1,async,1,8,65536,xml,8,1,1209344000,271170876,18552,1.20866,22.422972785245555,4.459711964053249,0.998683,0.8262728972581205,PASS
window,window-031,1,sw,1,8,65536,ooffice,8,1,378036224,258265117,5776,0.37802199999999997,68.31755810787064,1.4637525516076568,0.998841,2.6422827242858884,PASS
window,window-032,1,sync,1,8,65536,ooffice,8,1,441851904,300104620,6751,0.44176499999999996,67.91972995549206,1.472326230765791,0.999277,2.262010344866615,PASS
window,window-033,1,async,1,8,65536,ooffice,8,1,488513536,331724687,7464,0.48823300000000003,67.90491205549726,1.4726475150762597,0.998786,2.0457158774601467,PASS
window,window-034,1,sw,1,8,65536,random,8,1,8489336832,8522757378,129537,8.489257,100.3936767578125,0.9960786697875186,0.99882,0.11765693982406235,PASS
window,window-035,1,sync,1,8,65536,random,8,1,2347368448,2347798264,35818,2.346784,100.018310546875,0.9998169280527247,0.998473,0.4254643801900814,PASS
window,window-036,1,async,1,8,65536,random,8,1,5135925248,5136865664,78368,5.131011,100.018310546875,0.9998169280527247,0.998552,0.19461115947714788,PASS
window,window-037,1,sw,1,8,65536,repeated,8,1,10626596864,43293783,162149,10.626519,0.40740966796875,245.45318352059925,0.999017,0.094011689058289,PASS
window,window-038,1,sync,1,8,65536,repeated,8,1,3107651584,57277755,47419,3.1076010000000003,1.8431202292721371,54.25582032675687,0.99941,0.32160177577494664,PASS
window,window-039,1,async,1,8,65536,repeated,8,1,6828326912,118413826,104192,6.828064,1.7341557826105443,57.66494625382681,0.99851,0.146236180563041,PASS
window,window-040,1,sw,1,8,65536,text,8,1,10017767424,49373457,152859,10.017672000000001,0.49285888671875,202.89783281733747,0.998473,0.09967116112406155,PASS
window,window-041,1,sync,1,8,65536,text,8,1,3097165824,59346535,47259,3.097108,1.91615620126383,52.18781221178288,0.999231,0.32263356654014,PASS
window,window-042,1,async,1,8,65536,text,8,1,6825705472,133537942,104152,6.825345,1.9563976580558793,51.1143527432825,0.998614,0.1463096737234528,PASS
window,window-043,2,sw,1,8,65536,dickens,8,2,572349840,362058279,8760,0.286158,63.25821266937018,1.5808224067705963,0.999072,3.49132996456503,PASS
window,window-044,2,sync,1,8,65536,dickens,8,2,844431324,527401113,12924,0.422194,62.45636536808527,1.6011178269925266,0.999363,2.367070588402488,PASS
window,window-045,2,async,1,8,65536,dickens,8,2,930396170,581104036,14240,0.465022,62.45769863820484,1.601083648298736,0.998954,2.1481865374111333,PASS
window,window-046,2,sw,8,8,65536,dickens,8,2,4583713920,2899556067,70155,2.291598,63.25778871906561,1.5808330013575143,7.993798,3.488307286007406,PASS
window,window-047,2,sync,8,8,65536,dickens,8,2,6749290208,4215417155,103298,3.3744050000000003,62.45719216523575,1.6010966316808093,7.98727,2.367015814639914,PASS
window,window-048,2,async,8,8,65536,dickens,8,2,7403541662,4624280840,113312,3.6997530000000003,62.46038789428238,1.6010147130250851,7.990018,2.1596084927831667,PASS
window,window-049,2,sw,16,8,65536,dickens,8,2,9166148290,5798311437,140290,4.582546000000001,63.25788383028657,1.58083062450031,15.98767,3.488818224628841,PASS
window,window-050,2,sync,16,8,65536,dickens,8,2,13416722756,8380198481,205346,6.707879,62.46084556865684,1.6010029817812856,15.971581,2.3810180535456884,PASS
window,window-051,2,async,16,8,65536,dickens,8,2,14703892098,9184158650,225048,7.347852,62.460732089085546,1.6010058905069111,15.978328,2.174557680258122,PASS
window,window-052,2,sw,24,8,65536,dickens,8,2,13751828290,8699105537,210475,6.87512,63.25781091468239,1.5808324466819261,23.97673,3.4874634915463294,PASS
window,window-053,2,sync,24,8,65536,dickens,8,2,20040916734,12517680259,306729,10.017112,62.46061707228886,1.6010088386457164,23.95612,2.3915196316063954,PASS
window,window-054,2,async,24,8,65536,dickens,8,2,21892206354,13673757128,335064,10.939864,62.45947487838118,1.6010381162300251,23.963158,2.1904438665782315,PASS
window,window-055,2,sw,32,8,65536,dickens,8,2,18333379522,11597311668,280597,9.165529000000001,63.257904272822486,1.5808301136362977,31.968744,3.4879322295527073,PASS
window,window-056,2,sync,32,8,65536,dickens,8,2,26605510514,16618106529,407204,13.297585,62.46114510847458,1.600995303981903,31.940506,2.4019779531396113,PASS
window,window-057,2,async,32,8,65536,dickens,8,2,28947325890,18080380079,443040,14.46572,62.45958658739513,1.6010352527722433,31.944032,2.2082573145339466,PASS
window,window-058,2,sw,48,8,65536,dickens,8,2,27451517898,17365234944,420153,13.723959,63.25783152874456,1.5808319315302435,47.929075,3.492365067543556,PASS
window,window-059,2,sync,48,8,65536,dickens,8,2,31601481820,19738262975,483670,15.782290000000001,62.459928580019984,1.6010264864758192,47.874472,3.0334300028703054,PASS
window,window-060,2,async,48,8,65536,dickens,8,2,31836669732,19885318506,487272,15.907746,62.46042275587846,1.6010138194363805,47.910277,3.011757731107852,PASS
window,window-061,2,sw,52,8,65536,dickens,8,2,29735181260,18809778218,455105,14.865803,63.257654471752154,1.5808363562492695,51.914904,3.4922367799438754,PASS
window,window-062,2,sync,52,8,65536,dickens,8,2,31811824406,19869470926,486881,15.902656,62.459388284101166,1.601040335924242,51.910651,3.2642755398846584,PASS
window,window-063,2,async,52,8,65536,dickens,8,2,31803894550,19864852514,486760,15.890351,62.46044012870744,1.6010133741282908,51.910588,3.2667993299833338,PASS
window,window-064,2,sw,56,8,65536,dickens,8,2,32000715928,20242858442,489778,15.998185,63.257517386627896,1.5808397820736981,55.90291,3.4943282628623185,PASS
window,window-065,2,sync,56,8,65536,dickens,8,2,31653457470,19770560284,484455,15.811821,62.459402113458914,1.6010399814322227,55.864775,3.533101911538209,PASS
window,window-066,2,async,56,8,65536,dickens,8,2,31709927920,19805969998,485320,15.843549999999999,62.459839227537415,1.6010287768386027,55.893499,3.5278393415617084,PASS
window,window-067,2,sw,64,8,65536,dickens,8,2,36568304796,23132136221,559686,18.281594000000002,63.25733815128968,1.5808442612750253,63.890534,3.4948010550939923,PASS
window,window-068,2,sync,64,8,65536,dickens,8,2,31659976704,19774744376,484554,15.822379999999999,62.45975655914368,1.6010308958746764,63.869619,4.036663194791176,PASS
